pinch		00:00:03.920	3.92	00:00:04.930	4.93	00:00:01.010	1.01	pinch
pinch		00:00:08.380	8.38	00:00:09.500	9.5	00:00:01.120	1.12	pinch
pinch		00:00:13.230	13.23	00:00:14.010	14.01	00:00:00.780	0.78	pinch
pinch		00:00:17.880	17.88	00:00:19.350	19.35	00:00:01.470	1.47	pinch
pinch		00:00:23.800	23.8	00:00:24.960	24.96	00:00:01.160	1.16	pinch
pinch		00:00:29.130	29.13	00:00:30.210	30.21	00:00:01.080	1.08	pinch
pinch		00:00:33.990	33.99	00:00:35.130	35.13	00:00:01.140	1.14	pinch
pinch		00:00:38.960	38.96	00:00:40.020	40.02	00:00:01.060	1.06	pinch
pinch		00:00:43.480	43.48	00:00:44.600	44.6	00:00:01.120	1.12	pinch
pinch		00:00:48.710	48.71	00:00:49.880	49.88	00:00:01.170	1.17	pinch
pinch		00:00:53.450	53.45	00:00:54.500	54.5	00:00:01.050	1.05	pinch
pinch		00:00:58.960	58.96	00:01:00.280	60.28	00:00:01.320	1.32	pinch
pinch		00:01:03.820	63.82	00:01:04.650	64.65	00:00:00.830	0.83	pinch
pinch		00:01:08.660	68.66	00:01:09.770	69.77	00:00:01.110	1.11	pinch
pinch		00:01:13.700	73.7	00:01:14.830	74.83	00:00:01.130	1.13	pinch
pinch		00:01:19.190	79.19	00:01:20.230	80.23	00:00:01.040	1.04	pinch
pinch		00:01:24.660	84.66	00:01:25.600	85.6	00:00:00.940	0.94	pinch
pinch		00:01:29.120	89.12	00:01:30.170	90.17	00:00:01.050	1.05	pinch
pinch		00:01:34.210	94.21	00:01:35.370	95.37	00:00:01.160	1.16	pinch
pinch		00:01:39.170	99.17	00:01:40.330	100.33	00:00:01.160	1.16	pinch
pinch		00:01:45.040	105.04	00:01:46.040	106.04	00:00:01.000	1.0	pinch
pinch		00:01:50.420	110.42	00:01:51.550	111.55	00:00:01.130	1.13	pinch
pinch		00:01:55.760	115.76	00:01:56.790	116.79	00:00:01.030	1.03	pinch
pinch		00:02:00.260	120.26	00:02:01.100	121.1	00:00:00.840	0.84	pinch
