spread		00:00:06.000	6.0	00:00:07.260	7.26	00:00:01.260	1.26	spread
spread		00:00:09.010	9.01	00:00:10.720	10.72	00:00:01.710	1.71	spread
spread		00:00:12.320	12.32	00:00:14.020	14.02	00:00:01.700	1.7	spread
spread		00:00:15.810	15.81	00:00:17.500	17.5	00:00:01.690	1.69	spread
spread		00:00:19.820	19.82	00:00:21.500	21.5	00:00:01.680	1.68	spread
spread		00:00:23.130	23.13	00:00:24.880	24.88	00:00:01.750	1.75	spread
spread		00:00:26.950	26.95	00:00:28.660	28.66	00:00:01.710	1.71	spread
spread		00:00:30.150	30.15	00:00:31.870	31.87	00:00:01.720	1.72	spread
spread		00:00:33.660	33.66	00:00:35.420	35.42	00:00:01.760	1.76	spread
spread		00:00:36.890	36.89	00:00:38.290	38.29	00:00:01.400	1.4	spread
spread		00:00:40.830	40.83	00:00:42.490	42.49	00:00:01.660	1.66	spread
spread		00:00:44.280	44.28	00:00:45.930	45.93	00:00:01.650	1.65	spread
spread		00:00:48.040	48.04	00:00:49.560	49.56	00:00:01.520	1.52	spread
spread		00:00:51.400	51.4	00:00:52.820	52.82	00:00:01.420	1.42	spread
spread		00:00:54.960	54.96	00:00:56.470	56.47	00:00:01.510	1.51	spread
spread		00:00:58.190	58.19	00:00:59.830	59.83	00:00:01.640	1.64	spread
spread		00:01:01.400	61.4	00:01:02.960	62.96	00:00:01.560	1.56	spread
spread		00:01:05.950	65.95	00:01:07.770	67.77	00:00:01.820	1.82	spread
spread		00:01:08.910	68.91	00:01:10.850	70.85	00:00:01.940	1.94	spread
spread		00:01:12.330	72.33	00:01:14.080	74.08	00:00:01.750	1.75	spread
spread		00:01:15.340	75.34	00:01:17.060	77.06	00:00:01.720	1.72	spread
spread		00:01:19.040	79.04	00:01:20.720	80.72	00:00:01.680	1.68	spread
spread		00:01:21.950	81.95	00:01:23.680	83.68	00:00:01.730	1.73	spread
spread		00:01:25.400	85.4	00:01:26.950	86.95	00:00:01.550	1.55	spread
spread		00:01:28.290	88.29	00:01:29.930	89.93	00:00:01.640	1.64	spread
spread		00:01:31.480	91.48	00:01:33.040	93.04	00:00:01.560	1.56	spread
spread		00:01:34.370	94.37	00:01:35.750	95.75	00:00:01.380	1.38	spread
