spread		00:00:02.500	2.5	00:00:04.270	4.27	00:00:01.770	1.77	spread
spread		00:00:06.700	6.7	00:00:08.710	8.71	00:00:02.010	2.01	spread
spread		00:00:11.250	11.25	00:00:13.140	13.14	00:00:01.890	1.89	spread
spread		00:00:15.250	15.25	00:00:17.370	17.37	00:00:02.120	2.12	spread
spread		00:00:19.370	19.37	00:00:21.260	21.26	00:00:01.890	1.89	spread
spread		00:00:23.400	23.4	00:00:25.400	25.4	00:00:02.000	2.0	spread
spread		00:00:27.700	27.7	00:00:29.750	29.75	00:00:02.050	2.05	spread
spread		00:00:31.570	31.57	00:00:33.470	33.47	00:00:01.900	1.9	spread
spread		00:00:35.690	35.69	00:00:37.700	37.7	00:00:02.010	2.01	spread
spread		00:00:39.700	39.7	00:00:41.440	41.44	00:00:01.740	1.74	spread
spread		00:00:43.470	43.47	00:00:45.290	45.29	00:00:01.820	1.82	spread
spread		00:00:47.120	47.12	00:00:48.940	48.94	00:00:01.820	1.82	spread
spread		00:00:51.160	51.16	00:00:52.970	52.97	00:00:01.810	1.81	spread
spread		00:00:54.990	54.99	00:00:56.740	56.74	00:00:01.750	1.75	spread
spread		00:00:58.890	58.89	00:01:00.580	60.58	00:00:01.690	1.69	spread
spread		00:01:02.710	62.71	00:01:04.420	64.42	00:00:01.710	1.71	spread
spread		00:01:06.590	66.59	00:01:08.370	68.37	00:00:01.780	1.78	spread
spread		00:01:10.800	70.8	00:01:12.600	72.6	00:00:01.800	1.8	spread
spread		00:01:14.440	74.44	00:01:16.050	76.05	00:00:01.610	1.61	spread
spread		00:01:18.130	78.13	00:01:19.740	79.74	00:00:01.610	1.61	spread
spread		00:01:21.990	81.99	00:01:23.850	83.85	00:00:01.860	1.86	spread
spread		00:01:26.140	86.14	00:01:27.810	87.81	00:00:01.670	1.67	spread
spread		00:01:30.030	90.03	00:01:31.950	91.95	00:00:01.920	1.92	spread
spread		00:01:34.140	94.14	00:01:35.880	95.88	00:00:01.740	1.74	spread
spread		00:01:37.940	97.94	00:01:39.790	99.79	00:00:01.850	1.85	spread
spread		00:01:41.990	101.99	00:01:43.870	103.87	00:00:01.880	1.88	spread
spread		00:01:45.760	105.76	00:01:47.500	107.5	00:00:01.740	1.74	spread
spread		00:01:49.630	109.63	00:01:51.180	111.18	00:00:01.550	1.55	spread
spread		00:01:53.250	113.25	00:01:54.840	114.84	00:00:01.590	1.59	spread
spread		00:01:56.760	116.76	00:01:58.500	118.5	00:00:01.740	1.74	spread
