spread		00:00:10.530	10.53	00:00:12.320	12.32	00:00:01.790	1.79	spread
spread		00:00:14.200	14.2	00:00:16.100	16.1	00:00:01.900	1.9	spread
spread		00:00:18.800	18.8	00:00:20.560	20.56	00:00:01.760	1.76	spread
spread		00:00:23.650	23.65	00:00:25.920	25.92	00:00:02.270	2.27	spread
spread		00:00:29.820	29.82	00:00:32.000	32.0	00:00:02.180	2.18	spread
spread		00:00:35.250	35.25	00:00:37.050	37.05	00:00:01.800	1.8	spread
spread		00:00:39.970	39.97	00:00:41.860	41.86	00:00:01.890	1.89	spread
spread		00:00:44.610	44.61	00:00:46.320	46.32	00:00:01.710	1.71	spread
spread		00:00:49.470	49.47	00:00:51.250	51.25	00:00:01.780	1.78	spread
spread		00:00:54.230	54.23	00:00:56.270	56.27	00:00:02.040	2.04	spread
spread		00:00:58.960	58.96	00:01:00.760	60.76	00:00:01.800	1.8	spread
spread		00:01:04.380	64.38	00:01:06.340	66.34	00:00:01.960	1.96	spread
spread		00:01:10.310	70.31	00:01:12.060	72.06	00:00:01.750	1.75	spread
spread		00:01:15.380	75.38	00:01:17.220	77.22	00:00:01.840	1.84	spread
spread		00:01:19.870	79.87	00:01:21.550	81.55	00:00:01.680	1.68	spread
spread		00:01:24.020	84.02	00:01:25.680	85.68	00:00:01.660	1.66	spread
spread		00:01:28.090	88.09	00:01:29.780	89.78	00:00:01.690	1.69	spread
spread		00:01:32.900	92.9	00:01:34.710	94.71	00:00:01.810	1.81	spread
spread		00:01:37.380	97.38	00:01:38.960	98.96	00:00:01.580	1.58	spread
spread		00:01:41.810	101.81	00:01:43.540	103.54	00:00:01.730	1.73	spread
spread		00:01:46.660	106.66	00:01:48.430	108.43	00:00:01.770	1.77	spread
spread		00:01:51.400	111.4	00:01:53.140	113.14	00:00:01.740	1.74	spread
spread		00:01:55.830	115.83	00:01:57.670	117.67	00:00:01.840	1.84	spread
spread		00:02:00.070	120.07	00:02:01.940	121.94	00:00:01.870	1.87	spread
