swipe_left		00:00:02.244	2.244	00:00:03.653	3.653	00:00:01.409	1.409	swipe_left
swipe_left		00:00:05.809	5.809	00:00:07.127	7.127	00:00:01.318	1.318	swipe_left
swipe_left		00:00:09.495	9.495	00:00:10.610	10.61	00:00:01.115	1.115	swipe_left
swipe_left		00:00:13.050	13.05	00:00:14.054	14.054	00:00:01.004	1.004	swipe_left
swipe_left		00:00:16.466	16.466	00:00:17.641	17.641	00:00:01.175	1.175	swipe_left
swipe_left		00:00:19.439	19.439	00:00:20.848	20.848	00:00:01.409	1.409	swipe_left
swipe_left		00:00:23.445	23.445	00:00:24.681	24.681	00:00:01.236	1.236	swipe_left
swipe_left		00:00:27.054	27.054	00:00:28.083	28.083	00:00:01.029	1.029	swipe_left
swipe_left		00:00:30.169	30.169	00:00:31.153	31.153	00:00:00.984	0.984	swipe_left
swipe_left		00:00:33.436	33.436	00:00:34.506	34.506	00:00:01.070	1.07	swipe_left
swipe_left		00:00:37.384	37.384	00:00:38.527	38.527	00:00:01.143	1.143	swipe_left
swipe_left		00:00:41.149	41.149	00:00:42.444	42.444	00:00:01.295	1.295	swipe_left
swipe_left		00:00:44.529	44.529	00:00:45.749	45.749	00:00:01.220	1.22	swipe_left
swipe_left		00:00:47.573	47.573	00:00:48.972	48.972	00:00:01.399	1.399	swipe_left
swipe_left		00:00:51.712	51.712	00:00:52.673	52.673	00:00:00.961	0.961	swipe_left
swipe_left		00:00:55.316	55.316	00:00:56.425	56.425	00:00:01.109	1.109	swipe_left
swipe_left		00:00:58.895	58.895	00:00:59.920	59.92	00:00:01.025	1.025	swipe_left
swipe_left		00:01:01.888	61.888	00:01:03.007	63.007	00:00:01.119	1.119	swipe_left
swipe_left		00:01:05.165	65.165	00:01:05.934	65.934	00:00:00.769	0.769	swipe_left
swipe_left		00:01:08.136	68.136	00:01:09.334	69.334	00:00:01.198	1.198	swipe_left
swipe_left		00:01:11.140	71.14	00:01:12.160	72.16	00:00:01.020	1.02	swipe_left
swipe_left		00:01:14.502	74.502	00:01:15.504	75.504	00:00:01.002	1.002	swipe_left
