swipe_right		00:00:03.775	3.775	00:00:04.704	4.704	00:00:00.929	0.929	swipe_right
swipe_right		00:00:08.392	8.392	00:00:09.304	9.304	00:00:00.912	0.912	swipe_right
swipe_right		00:00:12.873	12.873	00:00:13.743	13.743	00:00:00.870	0.87	swipe_right
swipe_right		00:00:17.192	17.192	00:00:17.938	17.938	00:00:00.746	0.746	swipe_right
swipe_right		00:00:21.543	21.543	00:00:22.217	22.217	00:00:00.674	0.674	swipe_right
swipe_right		00:00:26.290	26.29	00:00:27.113	27.113	00:00:00.823	0.823	swipe_right
swipe_right		00:00:30.558	30.558	00:00:31.573	31.573	00:00:01.015	1.015	swipe_right
swipe_right		00:00:35.048	35.048	00:00:36.311	36.311	00:00:01.263	1.263	swipe_right
swipe_right		00:00:39.255	39.255	00:00:40.199	40.199	00:00:00.944	0.944	swipe_right
swipe_right		00:00:43.974	43.974	00:00:44.961	44.961	00:00:00.987	0.987	swipe_right
swipe_right		00:00:48.272	48.272	00:00:49.343	49.343	00:00:01.071	1.071	swipe_right
swipe_right		00:00:52.609	52.609	00:00:53.674	53.674	00:00:01.065	1.065	swipe_right
swipe_right		00:00:56.418	56.418	00:00:57.423	57.423	00:00:01.005	1.005	swipe_right
swipe_right		00:01:00.750	60.75	00:01:02.079	62.079	00:00:01.329	1.329	swipe_right
swipe_right		00:01:05.495	65.495	00:01:06.802	66.802	00:00:01.307	1.307	swipe_right
swipe_right		00:01:09.111	69.111	00:01:09.945	69.945	00:00:00.834	0.834	swipe_right
swipe_right		00:01:13.283	73.283	00:01:14.374	74.374	00:00:01.091	1.091	swipe_right
swipe_right		00:01:17.505	77.505	00:01:18.612	78.612	00:00:01.107	1.107	swipe_right
swipe_right		00:01:22.049	82.049	00:01:23.055	83.055	00:00:01.006	1.006	swipe_right
swipe_right		00:01:26.245	86.245	00:01:27.285	87.285	00:00:01.040	1.04	swipe_right
swipe_right		00:01:30.588	90.588	00:01:31.478	91.478	00:00:00.890	0.89	swipe_right
swipe_right		00:01:34.286	94.286	00:01:35.301	95.301	00:00:01.015	1.015	swipe_right
swipe_right		00:01:38.232	98.232	00:01:39.217	99.217	00:00:00.985	0.985	swipe_right
swipe_right		00:01:42.956	102.956	00:01:43.891	103.891	00:00:00.935	0.935	swipe_right
swipe_right		00:01:51.298	111.298	00:01:52.573	112.573	00:00:01.275	1.275	swipe_right
swipe_right		00:01:55.650	115.65	00:01:56.628	116.628	00:00:00.978	0.978	swipe_right
swipe_right		00:01:59.323	119.323	00:02:00.493	120.493	00:00:01.170	1.17	swipe_right
